Prompt,Label,Type
amazon.com/Blues-Clues-Big-Band/dp/B000096QZX,Benign,url
flickr.com/photos/swank/4633280541/,Benign,url
michaelconnelly.com/novels/,Benign,url
spankwire.com/Mikayla-Mendez-Dreaming/video217241/,Benign,url
local.yahoo.com/info-21648850-barkley-john-l-barkley-john-l-lodi,Benign,url
myspace.com/apchagi0,Benign,url
veromi.com/David-Belisle.aspx,Benign,url
http://gfycat.com/javascript/new_account/common/angular-modal-app/modal-how-tos.html,Benign,url
http://thenextweb.com/in/2015/04/06/indian-fashion-retailer-myntra-is-closing-its-site-on-may-1-to-focus-on-app-based-sales/gtm.js,Benign,url
https://ifttt.com/recipes/156570-if-i-mark-a-video-as-watch-later-send-the-link-to-pushbullet,Benign,url
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify2.srv-woa1.com/identify-customer=FNMS8Sl674LLjwtXQ13gHYMQsnz8FgTNjLW7WNBqQUeybUMKAbBRveUn5BVgC4PKWtx8GcSegWNIDajcukqmCoArLNaOaMpkt5YF/,Malicious,url
socialsocietyedu.com/components/com_wa/config.bin,Malicious,url
http://babal.net/books/view/410/%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A7%D9%84%D9%86%D9%82%D8%A7%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%B9%D9%85%D8%A7%D9%84%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A%D9%86%D9%8A,Benign,url
veromi.com/Bonnie-Eastman.aspx,Benign,url
http://www.saborlatinosp.it/it/fotogallery/10-salsaweek-arbatax-2009/detail/66-fa-emy-dopo-reggaeton-1jpg.html?tmpl=component,Malicious,url
http://homesofbr.com/index.php?option=com_properties&view=properties&task=map&id=25&Itemid=97,Malicious,url
http://www.jjscdc.cn/adfile/login.html?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,Malicious,url
http://anvari.co/index.php?option=com_content&view=article&id=1235&Itemid=694,Malicious,url
torrentreactor.net/search.php?search=2&words=crna-berza-com&lang=,Benign,url
sourcewatch.org/index.php?title=Sharon_Percy_Rockefeller,Benign,url
warriorsigningday.blogspot.com/,Benign,url
worthpoint.com/worthopedia/nathan-oliveira,Benign,url
bixi.net/,Benign,url
http://maybank2u.com.my/mbb_info/m2u/public/promoChannel.do?cntTypeId=1&channelId=PRO-Promotions&programId=PRO01-Accounts&chCatId=/mbb/Personal/PRO-Promotions,Benign,url
dailymotion.com/video/xgn394_mado-in-hungary-part-6_webcam,Benign,url
littlelaptopshop.com/,Benign,url
mlive.com/business/,Benign,url
corporationwiki.com/Florida/Miami/lopefra-corp-2301403.aspx,Benign,url
rooftopfilms.com/2011/schedule/,Benign,url
http://www.tirionklasse.nl/index.php?start=3,Malicious,url
http://aboveandbeyondhousekeeping.com/index.php/info/whyhireacleaningcompany,Malicious,url
litigation-essentials.lexisnexis.com/webcd/app?action=DocumentDisplay&crawlid=1&doctype=cite&docid=39+S.D.+L.+REV.+469&srctype=smi&srcid=3B15&key=8b062fd1fa9e05e461c2b8a4dcc3e796,Benign,url
mmatko.com/james-thompson-vs-steve-bosse-fight-strikebox-and-comments-video/,Benign,url
upperplayground.com/tag/shooty-babbitt,Benign,url
http://teedinrayong.com/x.txt,Malicious,url
gantdaily.com/2011/05/15/phillys-fine-fill-in-despite-recent-slump-john-mayberry-jr-still-blossoming/,Benign,url
notstarring.com/actor-trivia/thiess-ursula,Benign,url
scribd.com/doc/59805705/Skinner-Letter-to-Portantino,Benign,url
http://spplodz.nazwa.pl/archiwum/2007_03a.php,Malicious,url
spacingmontreal.ca/2010/12/27/down-in-the-dumps-of-pointe-saint-charles-history/,Benign,url
celebritytweet.com/mariahcarey/,Benign,url
rottentomatoes.com/celebrity/ted_lange/,Benign,url
http://mic.com/articles/89365/columbia-students-are-taking-a-radical-step-to-combat-rape,Benign,url
http://www.escolareiarthur.com.br/index.php?option=com_jevents&task=week.listevents&year=2013&month=01&day=27&catids=84|92&Itemid=29,Malicious,url
wiki.dbpedia.org/Datasets,Benign,url
youtube.com/watch?v=zItj3x_FcA8,Benign,url
http://www.thepudom.com/index.html,Malicious,url
uk.ask.com/wiki/Leslie_Charleson,Benign,url
corporationwiki.com/Florida/Miami/kelly-tractor-co-4719336.aspx,Benign,url
goal.blogs.nytimes.com/2011/10/28/decision-time-for-d-c-united-and-de-rosario/,Benign,url
ajsmidi.com/tilden/tilden_4.html,Benign,url
artistfacts.com/detail.php?id=386,Benign,url
jetztgezahlt.xyz,Malicious,url
soundcloud.com/djlourenco/days-of-the-musician,Benign,url
http://www.shirley.com.sg/index.php?option=com_chronocontact&Itemid=105,Malicious,url
genforum.genealogy.com/emmerson/,Benign,url
twitter.com/iamgilly,Benign,url
http://variety.com/2015/tv/features/x-men-spinoff-fault-in-our-stars-director-1201495091/,Benign,url
kstatesports.com/sports/m-footbl/sched/ksu-m-footbl-sched.html,Benign,url
facebook.com/people/Gordon-Korman/542156028,Benign,url
desayembrqvxvvegpzvs.littlematchagirl.com.au,Malicious,url
twitter.com/Lisa_M_Klein,Benign,url
wokai.typepad.com/,Benign,url
http://www.nubiafarias.com/v1/index.php?option=com_content&view=category&id=7:emprego&Itemid=5&layout=default,Malicious,url
wikinfo.org/index.php/Air_Canada,Benign,url
timdir.com/index.php?cat_id=2713,Benign,url
freepages.genealogy.rootsweb.ancestry.com/~picard/Destroismaisons_2_3_Generations_Outline.html,Benign,url
enotes.com/topic/Rangers_F.C,Benign,url
acacacukserver.000webhostapp.com,Malicious,url
ukmysteryshopperjobs.com/home.php,Benign,url
flixster.com/actor/leland-l-jones,Benign,url
en.wikipedia.org/wiki/Howie_Morenz_Memorial_Game,Benign,url
http://www.ninopizzaria.com.br/index.php?option=com_content&view=category&id=43&Itemid=63,Malicious,url
http://www.autoursdurock.info/index.php?option=com_content&view=article&id=117&Itemid=236,Malicious,url
mademan.com/chickipedia/betty-grable/,Benign,url
interceder.net/topic/Kaizer-Chiefs,Benign,url
smolmaw5.beget.tech,Malicious,url
docstoc.com/docs/62494868/Winslow-Information,Benign,url
amazon.com/Man-Who-Cried-Salvatore-Licitra/dp/B00005J9XR,Benign,url
http://mylust.com/videos/174352/just-a-blonde-busty-girlfriend-wants-to-show-off-her-skills/,Benign,url
thetexashillcountry.blogspot.com/,Benign,url
http://www.twalogisticsltd.co.uk/downloads/15-about-twa.html,Malicious,url
http://www.spbshkaf.ru/catalog/item/spalnya3,Malicious,url
discogs.com/artist/Impellitteri,Benign,url
goliath.ecnext.com/coms2/product-compint-0000566623-page.html,Benign,url
discoverourtown.com/MO/Kansas-City/Attractions/elmwood-historic-cemetery/88075.html,Benign,url
http://www.newbody.pl/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5uZXdib2R5LnBsL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTc1JTNBbmF1Y3p5Y2llbCZJdGVtaWQ9NzMmbGFuZz1wbA==&lang=pl,Malicious,url
http://escritoriodealuguel.com.br/fale-conosco.1,Malicious,url
fanpix.net/gallery/joanne-kelly-pictures.htm,Benign,url
guardian.co.uk/culture/2009/sep/30/british-actors-invade-american-television,Benign,url
generasia.com/wiki/Ohno_Satoshi?title=Ohno_Satoshi,Benign,url
nsbaoan.com,Malicious,url
fandango.com/danielkash/filmography/p36994,Benign,url
capsbicycleshop.com/,Benign,url
city-data.com/school/pembroke-hill-school-nh.html,Benign,url
http://netvanduc.vn/components/com_contact/views/contact/frm.htm,Malicious,url
http://searchengineland.com/flickr-testing-improved-search-experience-photos-218517,Benign,url
amazon.com/Damn-Fool-Big-Scoob/dp/B004SC8XUK,Benign,url
http://gbcmonroe.org/index.php?option=com_jevents&task=week.listevents&year=2013&month=02&day=3&Itemid=67,Malicious,url
reunion.com/clarencerousseau/,Benign,url
temescalcreekmedicine.com/Bios.aspx,Benign,url
shortletnigeria.ng,Malicious,url
helloneighbour.com/save/xtreme-fitness-center-fitness-centres-west-island,Benign,url
chiff.com/travel/guides/S-America.htm,Benign,url
morinyog.usa.cc,Malicious,url
panthers.com/team/coaches/ron-rivera/848931a2-11cf-4e45-84db-f5745b09e275,Benign,url
newswire.ca/en/story/246959/lufthansa-flight-training-purchases-five-flight-training-devices-from-mechtronix,Benign,url
nairobicbd.kbay.co.ke/,Benign,url
open-site.org/Science/Aerospace/Space_Flight/Astronauts/C/Chamitoff%2C_Gregory,Benign,url
http://www.trekking.ch/de/bungy/007-bungy-jumping-verzasca-wie-james-bond,Malicious,url
spoke.com/info/p7JP1Kr/MichaelPrupas,Benign,url
mindstrokes.com/applications.htm,Benign,url
http://www.elektro-vozila.si/tehnologija/polnilne-postaje/stran-2,Malicious,url
linkedin.com/pub/bob-libman/a/14b/2a5,Benign,url
3phasepower.org/3phasedistribution.htm,Benign,url
thegodmovie.com/,Benign,url
easysinginglessons.com/,Benign,url
myspace.com/philcollins/music/songs/testify-29082394,Benign,url
belgiantop50.be/taxonomy/term/43?page=154,Benign,url
businesslook.co.uk/companies/seating/west-midlands/,Benign,url
http://aciai.com.br/index.php?option=com_content&view=article&id=27:novo-sistema-de-consulta-online-da-aciai&catid=9:frontpage&fontstyle=f-larger,Malicious,url
http://torcache.net/torrent/56C3BD7EEFF8952D82C14251DE621F334E7E3D45.torrent?title=[kickass.to]counter.strike.source.v2230303.full.autoupdate.multilanguage,Benign,url
infozine.com/news/stories/op/storiesView/sid/10872/,Benign,url
http://www.fredhopper.com/software-installation/index.html,Malicious,url
travelpod.com/travel-blog-city/France/Opio/tpod.html,Benign,url
informatik.uni-trier.de/~ley/db/indices/a-tree/w/Wu:Jianping.html,Benign,url
btscene.eu/details/1906319/A+Static+Lullaby+Faso+Latido.html,Benign,url
youtube.com/watch?v=z1gSHMJJBx0,Benign,url
demaingroup.com,Malicious,url
freepages.genealogy.rootsweb.ancestry.com/~sauve/SpouseIndex.htm,Benign,url
whb.co.uk/,Benign,url
quotationspage.com/quotes/Saul_Bellow/,Benign,url
http://www.turbovital.com/contact.htm,Malicious,url
youtube.com/watch?v=OlMKXHydx88,Benign,url
http://siaco.it/competenze/lean-qualita/48-bandocciaave.html,Malicious,url
en-gb.facebook.com/phesto79,Benign,url
hr.limamemorial.org/,Benign,url
dictionary.sensagent.com/MORA/en-en/,Benign,url
http://www.masterhouse.es/index.php?option=com_properties&view=properties&cid=1&tid=0&Itemid=8&limitstart=10,Malicious,url
facebook.com/pages/CBMF-FM/106596822709907,Benign,url
agralphakappa.com/,Benign,url
prgcommunications.com/experience/transportation/,Benign,url
youtube.com/watch?v=ldG3599MqG4,Benign,url
http://www.ex-forex.info/ourfriends/index.html?part=15,Malicious,url
bccmedhat.com/,Benign,url
apnavarsa.com,Malicious,url
nba.com/historical/playerfile/bio.html?player=eric_fernsten,Benign,url
http://3cf.ru/2015/07/20/stroitelstvo-energomosta-v-krym-oboidetsia-v-47-mlrd-ryb/,Malicious,url
forums.chargers.com/archive/index.php/t-33318.html,Benign,url
apps.facebook.com/ilike/artist/AIDS+Wolf,Benign,url
youtube.com/watch?v=OO0456MVxuY,Benign,url
census-info.us/show/PISTILLI/,Benign,url
en-gb.facebook.com/roaneskin,Benign,url
http://indianexpress.com/article/india/india-others/this-one-was-big-but-the-big-one-is-yet-to-come-say-experts/,Benign,url
imdb.com/name/nm0621469/,Benign,url
blog.worldvitalrecords.com/2007/07/page/2/,Benign,url
http://naadbank.com/index.php?view=article&catid=1:latest-news&id=1:welcome-to-joomla&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=50,Malicious,url
canada-grand-prix.com/941-canada/,Benign,url
http://ap.org/Content/Press-Release/2012/AP-Charles-Dharapak-named-WHNPA-Photographer-of-the-Year,Benign,url
fyeahryanross.tumblr.com/,Benign,url
en.wikipedia.org/wiki/Gabrielle_Bertrand,Benign,url
groups.yahoo.com/group/hispanicgenealogy/messages/540,Benign,url
allmusic.com/artist/dru-down-p45143,Benign,url
goodcraft.net/product.asp,Benign,url
http://www.banane.cz/index.php?page=shop.cart&option=com_virtuemart&Itemid=3,Malicious,url
http://www.mueblesjoval.cl/index.php?option=com_simplelists&view=simplelist&layout=picture&category_id=10&Itemid=30,Malicious,url
britannica.com/EBchecked/topic/646020/Witbank,Benign,url
http://www.wxlottery.com/news/bwgrb.1,Malicious,url
http://www.schoolvoorontwikkeling.nl/wat-doen-we/trainingen?layout=default,Malicious,url
http://mic.com/articles/117566/the-how-to-spot-afeminist-twitter-trend-shows-how-little-conservatives-understand-feminism,Benign,url
eec-courier.com,Malicious,url
mylife.com/sylvainblouin,Benign,url
humane-society-idaho.com/illegal_invasion_of_private_property.html,Benign,url
grandhyattbahamar.org,Malicious,url
reverseshot.com/legacy/links.html,Benign,url
https://medium.com/@djpizzo/such-an-amazing-film-the-shots-of-kurt-as-an-innocent-little-kid-are-completely-heartbreaking-in-d6d5fbda23e8?source=latest,Benign,url
wn.com/AS_Montferrand,Benign,url
facebook.com/pages/the-Plasmarifle/6730724417?v=info,Benign,url
reunion.com/paulrouleau/,Benign,url
people.famouswhy.com/steve_alford/,Benign,url
http://mashable.com/category/small-business/2015/03/25/equity-crowdfunding-sec-vote,Benign,url
gaming.ugmmarketing.com/,Benign,url
myspace.com/missionelite,Benign,url
http://www.mgbernhardzell.ch/index.php/geschichte/57-vereinsorganisation,Malicious,url
friendseat.com/restaurants/Chicago/Lou-Mitchells,Benign,url
nakido.com/027F7594BEA9630EBEBFCD614517F85062C6F741,Benign,url
sportsillustrated.cnn.com/football/ncaa/teams/missouri-tigers/,Benign,url
matisslima.com,Malicious,url
firefly-path.net/?p=1812,Benign,url
shopuniversitymall.com/about/woodbury.htm,Benign,url
zoominfo.com/people/Dauphin_Claude_1101070491.aspx,Benign,url
http://tobogo.net/cdsb/board.php?board=humor&bm=view&no=1910&category=&auth=&page=1&search=&keyword=&recom=,Benign,url
artfact.com/artist/brewster-john-jr-5u6g2s9nte,Benign,url
villeneuves.com/archives/connections/mathurin3.html,Benign,url
kerneltrap.org/Linux/Volatile_Superstition,Benign,url
http://www.eexpress.com.vn/du-hoc/du-hoc-anh-quoc.html,Malicious,url
http://www.mnemonicmultimedia.com/billing/affiliates.php,Malicious,url
biomedexperts.com/Profile.bme/1699463/Philippe_FORT,Benign,url
icehockey.wikia.com/wiki/Gump_Worsley,Benign,url
schooldigger.com/go/PA/district/00048/search.aspx,Benign,url
thewartburgwatch.com/category/creationism/old-earth-creationism/hugh-ross/,Benign,url
music.msn.com/music/artist-biography/the-peechees/,Benign,url
epodunk.com/cgi-bin/genInfo.php?locIndex=22728,Benign,url
findcontractor.org/welding-state/IN-welding.htm,Benign,url
http://www.svssonline.com/ragamfashion.com/_DEMO_File/colorpicker/css/.press/dropbox/dropbox/dropbox/dropbox/dropbox/,Malicious,url
oaklandraiders.stores.yahoo.net/,Benign,url
myspace.com/shawnwilliam,Benign,url
mysqatendimentov3.uni5.net,Malicious,url
tevoconsultingblog.com/Johnstown-andrew-jos/,Benign,url
http://www.kingsmillshotel.com/restaurant/gift-vouchers,Malicious,url
wist.info/campbell-thomas/13808/,Benign,url
movieberry.com/mtv_video_music_awards/,Benign,url
http://www.kinnaree.co.uk/index.php?option=com_content&view=article&id=45&Itemid=30,Malicious,url
debbiewoodsyoga.com,Malicious,url
commons.wikimedia.org/wiki/Category:Soldier%27s_Medal_(United_States),Benign,url
unicornsndragons.com/,Benign,url
thepeoplehistory.com/1940s.html,Benign,url
baseball-almanac.com/players/player.php?p=montejo01,Benign,url
http://sehms-textilpflege.de/index.php?option=com_contact&task=vcard&contact_id=1&format=raw&tmpl=component,Malicious,url
http://www.chikara.be/index.php?option=com_content&view=article&id=59:onze-aanpak&catid=34:chikara&Itemid=28,Malicious,url
hickamairmansattic.com/eminem-reggie-bush-weight-lifting-routine/,Benign,url
theafghanschool.org/,Benign,url
http://9779.info/%E5%84%BF%E7%AB%A5%E5%BD%A9%E7%BA%BF%E8%B4%B4%E7%94%BB/,Malicious,url
berlinpainting.com/,Benign,url
interment.net/data/us/nd/grandforks/calvary/calvary_c.htm,Benign,url
http://www.escueladeeconomiaynegocios.com/index.php?Itemid=60&option=com_zoo&view=category&category_id=4&page=2,Malicious,url
http://centrofierachiuduno.com/index.php?view=details&id=36:Elettron&option=com_eventlist&Itemid=2,Malicious,url
92ndma.org/325thBSHistory.html,Benign,url
youtube.com/watch?v=ZdUTmLhXErg,Benign,url
http://nguyentandung.org/cnn-chi-co-viet-nam-hanh-xu-dung-muc-va-hoa-binh-tren-bien-dong.html,Benign,url
http://www.sv-rotamint.de/index.php/termine/day.listevents/2013/01/29/-,Malicious,url
collectionscanada.gc.ca/caninfo/ep097.htm,Benign,url
myspace.com/sleddogs,Benign,url
http://annviviskennel.net/index.php?view=article&id=65:aktiviteter&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=84,Malicious,url
datavillage.com/facts/Silver.html,Benign,url
aboutus.org/JasmineRose.net,Benign,url
thehappinessprojectlondon.wordpress.com/2010/11/29/a-guide-to-argentine-food-and-attempting-to-recreate-it-london-style/,Benign,url
amazon.com/Limits-Control-Various-Artists/dp/B0021BSOTU,Benign,url
malerei-roli.at,Malicious,url
192.com/atoz/business/dunoon-pa23/libraries/argyll-bute-library-headquarters/713fe8219666d2446f6d62c97f0a431aaadd241e/ml/,Benign,url
roboticempirenews.blogspot.com/2011/01/new-releaseshirt-from-isis-repress-from.html,Benign,url
http://us.battle.net.d3.loginwowow.com/login/en/,Malicious,url
http://chinacxyy.com/newscodejs.asp?lm2=201&list=9&icon=0&tj=0&font=10.5&hot=0&new=0&line=24&lmname=0&open=1&n=34&more=0&t=0&week=0&zzly=0&hit=0&pls=0&dot=0&tcolor=CCCCCC,Malicious,url
http://ptcanoas.com.br/pt-canoas/noticias/152-ato-de-filiacao-da-uld.html,Malicious,url
mixed-magazine.com/modelsearch/taylor-matheny/,Benign,url
http://xossip.com/forumdisplay.php?s=1a0185aef96dc82d1f523a00d7134802&f=29&sort=voteavg,Benign,url
http://www.coleyglesias.com/index.php?option=com_content&view=article&id=150:casal-destiu-2010&catid=32:estiesport&Itemid=59,Malicious,url
newdamianamiaiua.it,Malicious,url
manta.com/c/mm3c68c/william-weintraub-attorney,Benign,url
jamsara.com/product_info.php?cPath=2_22&products_id=295,Benign,url
facebook.com/himaen,Benign,url
kaiserpermanentedoctors.com/,Benign,url
census-online.us/view/LAROCQUE/,Benign,url
http://achievableventures.com/clients?font-size=smaller,Malicious,url
http://ap.org/Content/Press-Release/2013/AP-unveils-extensive-upgrade-of-ENPS-broadcast-software,Benign,url
http://samukylmala.com/netti/index.php?option=com_content&view=article&id=113:7-892012-rotax-challenge-kouvola&catid=1:latest-news&Itemid=50,Malicious,url
http://www.szovetseg.eu/feladatok.php?name=Private_Messages&file=index&mode=post&u=198,Malicious,url
artscenecal.com/Announcements/1207/SJHelfen1207.html,Benign,url
youtube.com/watch?v=QmAYOR5ODiA,Benign,url
edro.wordpress.com/collapsing-cities/,Benign,url
skatesonthebay.com/,Benign,url
youtube.com/watch?v=jYiWNLv-Bgg,Benign,url
fcnmbnig.com,Malicious,url
http://www.transports-rebours.com/index.php?option=com_user&view=reset,Malicious,url
lonelyplanet.com/mali/bamako,Benign,url
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB%E6%95%99%E6%A1%88/,Malicious,url
en.wikipedia.org/wiki/John_Coughlin_(figure_skater),Benign,url
them.com.au/,Benign,url
godzilla.wikia.com/wiki/Godzilla_(1954_film),Benign,url
amazon.com/s?ie=UTF8&keywords=iceberg%20slim%20book&rh=i%3Aaps%2Ck%3Aiceberg%20slim%20book&page=1,Benign,url
lethbridgeags.theboss.net/l2.htm,Benign,url
recollectionbooks.com/siml/library/DonneSovversive.htm,Benign,url
infowars.com/british-royalty-dined-on-human-flesh/,Benign,url
combanktrust.com/?id=68,Benign,url
975kgkl.com/,Benign,url
mamamia07.xomba.com/colts_2010_schedule_indianapolis_colts_printable_201011_nfl_schedule,Benign,url
evri.com/person/etienne-boulay-0xb0dea,Benign,url
classicstoday.com/digest/pdigest.asp?perfidx=2316,Benign,url
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify0.srv-woa1.co.uk/identify-customer=UPCreyG36Qn8Z7WQ2ofJ6M1HK9ol1muCOea3VBR3aNABrv1ucJrQE0gESUul0OghVNpvy64Cm75VlRGEKfx8rPqf2DyByqVk6KXO/,Malicious,url
a2z-singing-tips.com/,Benign,url
http://royalfarm-eg.com/index.php?option=com_k2&view=itemlist&task=user&id=62:administrator&Itemid=243,Malicious,url
totallykidz.in,Malicious,url
http://www.tellimus.ee/et/pood/category/198/indicators.html,Malicious,url
